country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Turkey;Trabzon;20;503188;281074;245388;1724;58;88;5;300;104;332;204;182;154;95;70;180;59;57;52;119;69;105;138;176;188;223;193;131
Turkey;Trabzon;25;503188;278354;239483;1724;57;88;5;300;104;332;204;181;154;95;70;179;59;57;52;119;69;105;138;176;188;223;191;131
Turkey;Trabzon;30;503188;271606;232951;1724;57;88;5;298;102;332;203;180;154;95;70;178;59;56;52;119;68;105;138;175;187;223;187;130
Turkey;Trabzon;50;503188;249290;185098;1724;55;86;5;282;100;323;193;176;149;91;70;170;56;53;51;115;65;103;137;173;186;222;177;129
Turkey;Trabzon;75;503188;177350;78571;1724;46;72;4;231;87;283;160;158;131;83;62;140;44;43;43;89;53;93;126;161;172;209;143;119
Turkey;Tunceli;0;804840;804840;804840;1314;18;15;5;24;12;17;16;8;22;8;14;22;20;18;6;2;2;0;6;1;0;22;67;10
Turkey;Tunceli;10;804840;65038;51013;1314;15;12;5;22;6;14;12;6;19;4;10;18;17;13;5;1;1;0;5;1;0;21;52;9
Turkey;Tunceli;15;804840;58732;46870;1314;14;12;5;21;6;14;12;6;19;4;9;18;16;13;5;1;1;0;5;1;0;20;52;9
Turkey;Tunceli;20;804840;56215;46299;1314;14;12;4;21;6;14;12;6;19;4;9;18;16;13;5;1;1;0;5;1;0;20;51;8
Turkey;Tunceli;25;804840;51173;44406;1314;14;12;4;21;6;13;11;6;19;4;9;18;16;13;5;1;1;0;5;1;0;20;50;8
Turkey;Tunceli;30;804840;48618;42514;1314;14;12;4;21;6;13;11;6;18;3;9;18;15;12;5;1;1;0;5;1;0;20;50;8
Turkey;Tunceli;50;804840;38581;26495;1314;12;10;4;19;5;12;10;5;16;2;8;15;15;10;3;1;1;0;4;1;0;19;46;6
Turkey;Tunceli;75;804840;24354;12554;1314;7;8;3;16;2;10;6;3;12;1;4;12;12;6;2;0;1;0;4;1;0;17;35;4
Turkey;Usak;0;491868;491868;491868;4511;92;189;223;213;241;282;346;318;320;163;336;340;182;286;216;269;408;479;344;540;623;298;802;1327
Turkey;Usak;10;491868;46361;29173;4511;71;162;193;171;168;196;264;222;267;111;268;253;132;183;127;186;282;371;215;350;397;104;499;621
Turkey;Usak;15;491868;40075;23889;4511;57;141;184;152;149;173;244;192;251;95;247;229;119;164;117;175;271;359;186;329;364;88;453;537
Turkey;Usak;20;491868;38323;22880;4511;54;137;183;148;143;168;234;183;245;91;243;224;116;157;114;169;263;352;176;314;351;84;440;510
Turkey;Usak;25;491868;32294;17925;4511;53;135;182;147;143;165;234;181;243;90;241;218;99;126;98;142;232;310;143;260;296;58;352;352
Turkey;Usak;30;491868;30315;17694;4511;53;129;181;144;139;162;233;176;241;89;237;210;93;115;93;134;229;299;130;244;282;53;322;318
Turkey;Usak;50;491868;21390;8419;4511;33;78;127;63;92;109;159;121;176;53;139;122;58;55;67;95;191;246;95;161;207;33;208;156
Turkey;Usak;75;491868;13332;1114;4511;17;52;85;28;39;45;60;49;72;11;49;53;35;23;40;60;136;166;56;92;142;20;134;70
Turkey;Van;0;2110906;2110906;2110906;363;7;5;3;10;1;3;2;1;4;5;2;7;7;5;0;0;0;0;0;0;0;0;23;13
Turkey;Van;10;2110906;4312;878;363;6;5;2;7;1;2;1;1;2;3;1;2;0;2;0;0;0;0;0;0;0;0;3;2
Turkey;Van;15;2110906;2373;707;363;5;5;2;7;1;2;1;1;2;3;1;2;0;2;0;0;0;0;0;0;0;0;3;2
Turkey;Van;20;2110906;1955;690;363;5;5;2;6;1;2;1;1;2;3;1;2;0;2;0;0;0;0;0;0;0;0;3;2
Turkey;Van;25;2110906;1643;588;363;5;5;2;6;1;2;1;1;2;3;1;2;0;2;0;0;0;0;0;0;0;0;3;2
Turkey;Van;30;2110906;1512;544;363;5;5;2;6;1;2;1;1;2;3;1;2;0;2;0;0;0;0;0;0;0;0;2;2
Turkey;Van;50;2110906;1028;205;363;4;4;2;4;1;2;0;1;2;2;1;2;0;1;0;0;0;0;0;0;0;0;2;2
Turkey;Van;75;2110906;449;63;363;2;2;2;3;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
Turkey;Yalova;0;65002;65002;65002;299;65;81;25;138;51;97;163;205;448;186;205;166;105;276;242;188;415;102;224;340;597;283;288;107
Turkey;Yalova;10;65002;42661;40255;299;62;78;25;130;48;91;155;194;431;180;201;159;99;265;227;172;385;92;211;326;567;271;268;90
Turkey;Yalova;15;65002;41869;39394;299;62;77;25;129;48;90;154;188;423;177;199;157;98;263;223;170;376;89;207;324;562;270;265;88
Turkey;Yalova;20;65002;41546;39241;299;62;77;24;126;47;90;153;187;417;175;198;157;97;262;221;168;371;88;206;322;558;269;263;86
Turkey;Yalova;25;65002;40851;38907;299;62;77;24;126;46;88;152;186;412;175;198;155;95;258;216;165;357;85;202;318;552;265;259;83
Turkey;Yalova;30;65002;40070;38419;299;61;77;24;124;46;87;151;186;405;174;197;154;94;254;210;163;347;82;198;313;545;262;254;81
Turkey;Yalova;50;65002;38222;35527;299;58;63;20;106;41;80;139;168;356;161;189;144;89;237;197;155;319;72;182;296;513;249;241;74
Turkey;Yalova;75;65002;35046;30507;299;50;54;15;86;34;64;117;131;249;127;163;132;78;206;165;136;269;56;138;257;457;226;222;61
Turkey;Yozgat;0;1315726;1315726;1315726;3050;40;334;10;330;637;27;903;14;96;35;518;27;36;23;59;38;30;113;501;487;599;865;1326;696
Turkey;Yozgat;10;1315726;97419;73125;3050;20;238;7;252;612;21;864;10;73;25;494;16;30;17;56;32;25;104;449;411;547;771;939;551
Turkey;Yozgat;15;1315726;88612;66903;3050;20;228;7;244;606;20;857;10;69;24;487;16;29;17;56;32;25;102;445;404;543;759;903;540
Turkey;Yozgat;20;1315726;84912;65610;3050;19;224;7;238;604;20;856;10;66;22;484;16;28;16;55;32;24;101;438;395;538;742;857;521
Turkey;Yozgat;25;1315726;78707;59722;3050;19;222;7;232;602;20;855;10;63;21;483;16;27;13;55;31;24;100;433;390;532;728;825;510
Turkey;Yozgat;30;1315726;75081;56996;3050;19;218;7;230;601;20;854;10;63;20;482;15;27;11;54;30;23;98;428;382;527;715;795;497
Turkey;Yozgat;50;1315726;56523;31904;3050;10;141;5;172;553;18;783;9;45;14;439;12;21;5;48;24;18;89;388;338;482;622;654;408
Turkey;Yozgat;75;1315726;35671;13986;3050;3;57;1;75;445;8;609;2;18;6;350;6;14;3;37;15;10;70;280;239;382;430;430;256
Turkey;Zinguldak;0;305951;305951;305951;3148;7;23;26;39;31;44;49;110;75;78;91;50;42;157;167;213;227;192;85;105;295;383;647;365
Turkey;Zinguldak;10;305951;197095;185378;3148;5;18;20;33;23;34;41;98;67;70;83;48;38;138;154;188;170;174;74;92;266;343;533;343
Turkey;Zinguldak;15;305951;191636;177968;3148;4;17;19;32;23;33;41;97;67;68;81;47;37;137;153;185;164;171;72;90;261;339;524;341
Turkey;Zinguldak;20;305951;189561;175756;3148;4;17;19;31;22;32;40;97;66;68;81;47;37;136;152;185;162;170;71;89;260;337;519;340
Turkey;Zinguldak;25;305951;186166;172476;3148;4;17;19;31;22;31;39;96;66;67;80;47;37;134;151;183;159;168;70;87;256;334;512;339
Turkey;Zinguldak;30;305951;178918;168070;3148;4;17;18;31;22;31;39;96;66;67;80;46;36;131;148;179;149;164;67;84;251;326;499;336
Turkey;Zinguldak;50;305951;164596;146766;3148;3;14;16;29;16;25;35;90;59;63;74;43;34;123;138;169;132;154;62;78;237;307;463;324
Turkey;Zinguldak;75;305951;134284;87216;3148;2;10;9;22;9;14;24;68;41;53;59;32;27;98;109;147;108;120;49;69;197;250;374;286
Turkey;Çanakkale;0;977722;977722;977722;11019;1054;1945;957;1156;1880;930;1156;2049;1097;810;710;1320;1937;1876;1588;1958;2508;2626;3500;3831;3176;2448;6727;5018
Turkey;Çanakkale;10;977722;397763;393557;11019;1017;1905;924;1062;1791;868;1077;1873;1005;755;637;1212;1728;1646;1379;1657;1942;2256;2910;3313;2670;2012;5292;4184
Turkey;Çanakkale;15;977722;378944;375259;11019;990;1889;911;1037;1767;855;1055;1833;985;743;621;1192;1694;1607;1349;1616;1875;2212;2846;3246;2617;1963;5092;4047
Turkey;Çanakkale;20;977722;367435;371169;11019;980;1877;905;1023;1751;844;1049;1812;974;738;615;1177;1657;1580;1316;1580;1808;2165;2759;3184;2555;1892;4948;3947
Turkey;Çanakkale;25;977722;346527;361351;11019;974;1871;901;1014;1745;840;1042;1802;970;733;610;1144;1595;1506;1251;1499;1709;2083;2634;3051;2448;1791;4614;3724
Turkey;Çanakkale;30;977722;327750;352055;11019;960;1866;894;1006;1741;835;1038;1797;968;730;605;1117;1551;1443;1195;1421;1589;2012;2515;2947;2349;1704;4374;3536
Turkey;Çanakkale;50;977722;267141;277138;11019;750;1687;781;740;1521;735;915;1531;857;658;521;926;1297;1204;959;1125;1189;1670;2019;2409;1914;1321;3442;2801
Turkey;Çanakkale;75;977722;179078;200690;11019;523;1287;587;329;909;471;587;1002;589;440;356;647;824;778;586;637;659;1038;1172;1432;1138;727;2095;1746
Turkey;Çankiri;0;792070;792070;792070;6441;8;170;4;175;12;213;146;26;113;23;52;61;40;54;78;123;115;341;356;285;478;429;639;308
Turkey;Çankiri;10;792070;133684;111243;6441;6;164;3;167;10;196;141;24;105;19;49;38;34;50;74;112;104;327;330;277;439;403;593;286
Turkey;Çankiri;15;792070;122648;102462;6441;5;159;3;163;10;192;138;22;104;17;47;36;33;50;74;110;103;325;328;276;432;399;588;281
Turkey;Çankiri;20;792070;118077;101249;6441;5;157;3;161;10;191;137;22;101;17;46;35;33;49;74;108;101;322;324;272;428;392;585;276
Turkey;Çankiri;25;792070;110698;92698;6441;5;157;3;160;10;190;137;22;100;17;46;34;32;48;73;106;100;318;321;269;422;386;578;266
Turkey;Çankiri;30;792070;104591;89484;6441;5;157;3;159;10;189;137;22;100;17;46;34;31;48;72;101;97;304;309;265;413;376;568;259
Turkey;Çankiri;50;792070;81920;62240;6441;4;134;2;134;9;150;111;17;93;15;42;29;27;44;67;83;84;265;277;237;362;327;519;216
Turkey;Çankiri;75;792070;60171;39583;6441;2;92;2;84;6;104;76;13;80;12;35;24;20;33;56;62;68;215;209;179;286;253;417;155
Turkey;Çorum;0;1231290;1231290;1231290;10747;150;690;16;832;220;155;120;80;447;143;149;120;119;74;62;94;119;180;359;171;659;547;1229;599
Turkey;Çorum;10;1231290;195742;161000;10747;112;560;13;729;192;123;105;73;361;114;120;97;114;67;58;84;109;169;320;147;583;503;1081;514
Turkey;Çorum;15;1231290;177376;141531;10747;109;539;12;710;186;119;103;71;347;111;116;95;112;67;57;83;107;167;319;145;577;494;1063;502
Turkey;Çorum;20;1231290;167148;138630;10747;108;534;12;698;183;117;101;70;338;108;108;92;112;64;56;81;100;164;314;142;569;486;1042;489
Turkey;Çorum;25;1231290;148003;121842;10747;107;528;12;690;182;115;100;70;334;108;106;91;110;62;54;79;92;155;308;139;557;472;1012;475
Turkey;Çorum;30;1231290;137297;117747;10747;106;526;12;687;179;114;100;70;331;107;105;90;109;59;53;73;83;150;302;134;545;456;985;457
Turkey;Çorum;50;1231290;99093;73620;10747;73;379;7;511;135;79;82;63;241;86;74;76;94;54;43;59;61;129;279;116;466;369;830;378
Turkey;Çorum;75;1231290;64152;34398;10747;24;173;3;269;68;29;59;42;141;60;53;56;63;38;32;34;36;103;199;67;344;245;579;261
